! AWR Design Environment (17603) Mon Mar 18 17:37:55 2024
! Document = 'RLC Resonator TLIN'
! nPorts: 2, nXvals: 8001

# GHz S DB R 50
!Freq DBS11 AngS11 DBS21 AngS21 DBS12 AngS12 DBS22 AngS22 
4.382 -800 0 1.9286549e-15 -78.876 1.9286549e-15 -78.876 -319.0918 -168.876 
4.384 -313.23487 180 0 -78.912 0 -78.912 -313.0712 -168.912 
4.386 -305.275 11.052 9.6432747e-16 -78.948 9.6432747e-16 -78.948 -304.10654 11.560131 
4.388 -312.96945 -165.96376 0 -78.984 0 -78.984 -313.0712 -168.984 
4.39 -307.14374 -172.87498 9.6432747e-16 -79.02 -9.6432747e-16 -79.02 -309.54937 -169.02 
4.392 -800 0 0 -79.056 0 -79.056 -800 0 
4.394 -309.70774 10.908 -4.8216373e-16 -79.092 -4.8216373e-16 -79.092 -310.96266 11.309932 
4.396 -307.05786 -169.38034 1.9286549e-15 -79.128 -4.8216373e-16 -79.128 -309.54937 -169.128 
4.398 -312.96418 -165.96376 1.9286549e-15 -79.164 1.9286549e-15 -79.164 -309.54937 -169.164 
4.4 -312.96314 -165.96376 0 -79.2 0 -79.2 -313.0712 -169.2 
4.402 -305.25574 13.626405 9.6432747e-16 -79.236 9.6432747e-16 -79.236 -304.17599 9.0394828 
4.404 -331.28615 90 0 -79.272 -4.8216373e-16 -79.272 -319.0918 10.728 
4.406 -800 0 -4.8216373e-16 -79.308 -4.8216373e-16 -79.308 -800 0 
4.408 -313.15496 -172.87498 -4.8216373e-16 -79.344 -4.8216373e-16 -79.344 -313.0712 -169.344 
4.41 -800 0 0 -79.38 0 -79.38 -800 0 
4.412 -309.66836 15.347642 9.6432747e-16 -79.416 0 -79.416 -309.36485 11.768289 
4.414 -313.15189 17.673016 0 -79.452 -4.8216373e-16 -79.452 -312.92114 10.619655 
4.416 -309.57739 19.974322 -4.8216373e-16 -79.488 -4.8216373e-16 -79.488 -310.86971 14.036243 
4.418 -318.97451 24.512243 0 -79.524 9.6432747e-16 -79.524 -312.92114 10.619655 
4.42 -307.04553 -169.38034 9.6432747e-16 -79.56 0 -79.56 -305.1124 -169.56 
4.422 -331.27699 -90 -4.8216373e-16 -79.596 -4.8216373e-16 -79.596 -800 0 
4.424 -325.25539 -90 0 -79.632 0 -79.632 -800 0 
4.426 -309.69137 10.332 0 -79.668 0 -79.668 -309.43038 9.4623222 
4.428 -313.14486 -172.87498 9.6432747e-16 -79.704 9.6432747e-16 -79.704 -309.54937 -169.704 
4.43 -313.21121 10.26 -9.6432747e-16 -79.74 0 -79.74 -310.96266 11.309932 
4.432 -305.25142 10.224 0 -79.776 0 -79.776 -304.1433 10.304846 
4.434 -318.96655 24.224243 9.6432747e-16 -79.812 9.6432747e-16 -79.812 -315.53992 4.7636417 
4.436 -800 0 0 -79.848 9.6432747e-16 -79.848 -315.45098 9.4623222 
4.438 -309.68546 10.116 9.6432747e-16 -79.884 0 -79.884 -309.36485 11.768289 
4.44 -800 0 9.6432747e-16 -79.92 9.6432747e-16 -79.92 -319.0918 -169.92 
4.442 -318.96266 24.080243 0 -79.956 0 -79.956 -312.92114 10.619655 
4.444 -306.92049 -165.96376 9.6432747e-16 -79.992 -1.4464912e-15 -79.992 -309.54937 -169.992 
4.446 -307.18282 9.972 9.6432747e-16 -80.028 -4.8216373e-16 -80.028 -309.36485 11.768289 
4.448 -313.13513 -7.1250163 0 -80.064 9.6432747e-16 -80.064 -319.0918 9.936 
4.45 -307.16398 13.476334 1.9286549e-15 -80.1 0 -80.1 -309.36485 11.768289 
4.452 -307.11262 -172.87498 9.6432747e-16 -80.136 -4.8216373e-16 -80.136 -307.0506 -170.136 
4.454 -312.93632 -165.96376 9.6432747e-16 -80.172 9.6432747e-16 -80.172 -309.54937 -170.172 
4.456 -307.11073 -172.87498 9.6432747e-16 -80.208 -9.6432747e-16 -80.208 -309.54937 -170.208 
4.458 -303.53631 -170.53768 9.6432747e-16 -80.244 -9.6432747e-16 -80.244 -305.1124 -170.244 
4.46 -331.25859 -90 9.6432747e-16 -80.28 9.6432747e-16 -80.28 -319.0918 -170.28 
4.462 -331.25766 -90 9.6432747e-16 -80.316 9.6432747e-16 -80.316 -319.0918 -170.316 
4.464 -331.25673 99.648 0 -80.352 9.6432747e-16 -80.352 -315.45098 9.4623222 
4.466 -312.62257 -159.44395 0 -80.388 0 -80.388 -313.0712 -170.388 
4.468 -325.23428 90 0 -80.424 -9.6432747e-16 -80.424 -319.0918 9.576 
4.47 -307.10422 -172.87498 -4.8216373e-16 -80.46 -4.8216373e-16 -80.46 -307.0506 -170.46 
4.472 -313.19124 180 -4.8216373e-16 -80.496 -4.8216373e-16 -80.496 -313.0712 -170.496 
4.474 -800 0 9.6432747e-16 -80.532 9.6432747e-16 -80.532 -319.0918 -170.532 
4.476 -307.01876 -169.38034 0 -80.568 0 -80.568 -305.1124 -170.568 
