! AWR Design Environment (17603) Wed Feb 28 12:28:39 2024
! Document = 'Ideal Resonator'
! nPorts: 2, nXvals: 8751

# GHz S DB R 50
!Freq DBS11 AngS11 DBS21 AngS21 DBS12 AngS12 DBS22 AngS22 
1.1256 -0.17387001 -28.32871 -14.69069 62.439034 -14.69069 62.439034 -0.17387001 -28.32871 
1.1264 -0.17402567 -28.351845 -14.688694 62.418732 -14.688694 62.418732 -0.17402567 -28.351845 
1.1272 -0.17418124 -28.374992 -14.68671 62.398431 -14.68671 62.398431 -0.17418124 -28.374992 
1.128 -0.17433671 -28.398148 -14.684739 62.378129 -14.684739 62.378129 -0.17433671 -28.398148 
1.1288 -0.17449209 -28.421316 -14.68278 62.357828 -14.68278 62.357828 -0.17449209 -28.421316 
1.1296 -0.17464738 -28.444494 -14.680833 62.337526 -14.680833 62.337526 -0.17464738 -28.444494 
1.1304 -0.17480258 -28.467682 -14.678899 62.317224 -14.678899 62.317224 -0.17480258 -28.467682 
1.1312 -0.17495768 -28.490882 -14.676977 62.296922 -14.676977 62.296922 -0.17495768 -28.490882 
1.132 -0.17511269 -28.514092 -14.675067 62.27662 -14.675067 62.27662 -0.17511269 -28.514092 
1.1328 -0.17526761 -28.537313 -14.67317 62.256319 -14.67317 62.256319 -0.17526761 -28.537313 
1.1336 -0.17542244 -28.560544 -14.671284 62.236017 -14.671284 62.236017 -0.17542244 -28.560544 
1.1344 -0.17557717 -28.583787 -14.669412 62.215715 -14.669412 62.215715 -0.17557717 -28.583787 
1.1352 -0.17573181 -28.60704 -14.667551 62.195413 -14.667551 62.195413 -0.17573181 -28.60704 
1.136 -0.17588635 -28.630304 -14.665703 62.175112 -14.665703 62.175112 -0.17588635 -28.630304 
1.1368 -0.17604081 -28.653579 -14.663868 62.15481 -14.663868 62.15481 -0.17604081 -28.653579 
1.1376 -0.17619517 -28.676865 -14.662045 62.134509 -14.662045 62.134509 -0.17619517 -28.676865 
1.1384 -0.17634944 -28.700162 -14.660234 62.114208 -14.660234 62.114208 -0.17634944 -28.700162 
1.1392 -0.17650361 -28.72347 -14.658436 62.093907 -14.658436 62.093907 -0.17650361 -28.72347 
1.14 -0.17665769 -28.746789 -14.65665 62.073606 -14.65665 62.073606 -0.17665769 -28.746789 
1.1408 -0.17681168 -28.770119 -14.654877 62.053305 -14.654877 62.053305 -0.17681168 -28.770119 
1.1416 -0.17696558 -28.79346 -14.653116 62.033004 -14.653116 62.033004 -0.17696558 -28.79346 
1.1424 -0.17711938 -28.816812 -14.651368 62.012704 -14.651368 62.012704 -0.17711938 -28.816812 
1.1432 -0.17727309 -28.840176 -14.649632 61.992404 -14.649632 61.992404 -0.17727309 -28.840176 
1.144 -0.17742671 -28.86355 -14.647909 61.972104 -14.647909 61.972104 -0.17742671 -28.86355 
1.1448 -0.17758023 -28.886936 -14.646198 61.951805 -14.646198 61.951805 -0.17758023 -28.886936 
1.1456 -0.17773367 -28.910332 -14.6445 61.931506 -14.6445 61.931506 -0.17773367 -28.910332 
1.1464 -0.17788701 -28.93374 -14.642815 61.911207 -14.642815 61.911207 -0.17788701 -28.93374 
1.1472 -0.17804025 -28.95716 -14.641142 61.890909 -14.641142 61.890909 -0.17804025 -28.95716 
1.148 -0.17819341 -28.98059 -14.639482 61.870611 -14.639482 61.870611 -0.17819341 -28.98059 
1.1488 -0.17834647 -29.004032 -14.637835 61.850313 -14.637835 61.850313 -0.17834647 -29.004032 
1.1496 -0.17849944 -29.027486 -14.6362 61.830016 -14.6362 61.830016 -0.17849944 -29.027486 
1.1504 -0.17865232 -29.05095 -14.634578 61.809719 -14.634578 61.809719 -0.17865232 -29.05095 
1.1512 -0.1788051 -29.074427 -14.632969 61.789423 -14.632969 61.789423 -0.1788051 -29.074427 
1.152 -0.1789578 -29.097914 -14.631372 61.769127 -14.631372 61.769127 -0.1789578 -29.097914 
1.1528 -0.1791104 -29.121413 -14.629788 61.748832 -14.629788 61.748832 -0.1791104 -29.121413 
1.1536 -0.1792629 -29.144924 -14.628217 61.728537 -14.628217 61.728537 -0.1792629 -29.144924 
1.1544 -0.17941532 -29.168446 -14.626659 61.708243 -14.626659 61.708243 -0.17941532 -29.168446 
1.1552 -0.17956765 -29.19198 -14.625114 61.687949 -14.625114 61.687949 -0.17956765 -29.19198 
1.156 -0.17971988 -29.215525 -14.623581 61.667656 -14.623581 61.667656 -0.17971988 -29.215525 
1.1568 -0.17987202 -29.239082 -14.622061 61.647364 -14.622061 61.647364 -0.17987202 -29.239082 
1.1576 -0.18002407 -29.262651 -14.620554 61.627072 -14.620554 61.627072 -0.18002407 -29.262651 
1.1584 -0.18017602 -29.286231 -14.61906 61.606781 -14.61906 61.606781 -0.18017602 -29.286231 
1.1592 -0.18032789 -29.309823 -14.617579 61.58649 -14.617579 61.58649 -0.18032789 -29.309823 
1.16 -0.18047966 -29.333427 -14.616111 61.566201 -14.616111 61.566201 -0.18047966 -29.333427 
1.1608 -0.18063135 -29.357042 -14.614655 61.545912 -14.614655 61.545912 -0.18063135 -29.357042 
1.1616 -0.18078294 -29.38067 -14.613213 61.525624 -14.613213 61.525624 -0.18078294 -29.38067 
1.1624 -0.18093444 -29.404309 -14.611783 61.505336 -14.611783 61.505336 -0.18093444 -29.404309 
1.1632 -0.18108585 -29.42796 -14.610367 61.48505 -14.610367 61.48505 -0.18108585 -29.42796 
1.164 -0.18123717 -29.451623 -14.608964 61.464764 -14.608964 61.464764 -0.18123717 -29.451623 
1.1648 -0.1813884 -29.475298 -14.607573 61.444479 -14.607573 61.444479 -0.1813884 -29.475298 
1.1656 -0.18153953 -29.498985 -14.606196 61.424195 -14.606196 61.424195 -0.18153953 -29.498985 
1.1664 -0.18169058 -29.522684 -14.604832 61.403912 -14.604832 61.403912 -0.18169058 -29.522684 
1.1672 -0.18184154 -29.546395 -14.60348 61.38363 -14.60348 61.38363 -0.18184154 -29.546395 
1.168 -0.1819924 -29.570118 -14.602142 61.363349 -14.602142 61.363349 -0.1819924 -29.570118 
1.1688 -0.18214318 -29.593853 -14.600817 61.343069 -14.600817 61.343069 -0.18214318 -29.593853 
1.1696 -0.18229387 -29.6176 -14.599506 61.32279 -14.599506 61.32279 -0.18229387 -29.6176 
1.1704 -0.18244446 -29.64136 -14.598207 61.302512 -14.598207 61.302512 -0.18244446 -29.64136 
1.1712 -0.18259497 -29.665131 -14.596921 61.282235 -14.596921 61.282235 -0.18259497 -29.665131 
1.172 -0.18274539 -29.688915 -14.595649 61.261959 -14.595649 61.261959 -0.18274539 -29.688915 
1.1728 -0.18289571 -29.712711 -14.59439 61.241684 -14.59439 61.241684 -0.18289571 -29.712711 
1.1736 -0.18304595 -29.73652 -14.593144 61.221411 -14.593144 61.221411 -0.18304595 -29.73652 
1.1744 -0.1831961 -29.760341 -14.591912 61.201138 -14.591912 61.201138 -0.1831961 -29.760341 
1.1752 -0.18334616 -29.784174 -14.590693 61.180867 -14.590693 61.180867 -0.18334616 -29.784174 
1.176 -0.18349614 -29.808019 -14.589487 61.160597 -14.589487 61.160597 -0.18349614 -29.808019 
1.1768 -0.18364602 -29.831877 -14.588294 61.140328 -14.588294 61.140328 -0.18364602 -29.831877 
1.1776 -0.18379582 -29.855747 -14.587115 61.120061 -14.587115 61.120061 -0.18379582 -29.855747 
1.1784 -0.18394553 -29.87963 -14.585949 61.099795 -14.585949 61.099795 -0.18394553 -29.87963 
1.1792 -0.18409515 -29.903526 -14.584797 61.07953 -14.584797 61.07953 -0.18409515 -29.903526 
1.18 -0.18424468 -29.927434 -14.583658 61.059267 -14.583658 61.059267 -0.18424468 -29.927434 
1.1808 -0.18439413 -29.951354 -14.582532 61.039005 -14.582532 61.039005 -0.18439413 -29.951354 
1.1816 -0.18454348 -29.975287 -14.58142 61.018745 -14.58142 61.018745 -0.18454348 -29.975287 
1.1824 -0.18469275 -29.999233 -14.580321 60.998486 -14.580321 60.998486 -0.18469275 -29.999233 
1.1832 -0.18484194 -30.023192 -14.579236 60.978229 -14.579236 60.978229 -0.18484194 -30.023192 
1.184 -0.18499104 -30.047163 -14.578165 60.957973 -14.578165 60.957973 -0.18499104 -30.047163 
1.1848 -0.18514005 -30.071147 -14.577107 60.937718 -14.577107 60.937718 -0.18514005 -30.071147 
1.1856 -0.18528898 -30.095144 -14.576062 60.917466 -14.576062 60.917466 -0.18528898 -30.095144 
1.1864 -0.18543782 -30.119153 -14.575031 60.897215 -14.575031 60.897215 -0.18543782 -30.119153 
1.1872 -0.18558657 -30.143176 -14.574014 60.876965 -14.574014 60.876965 -0.18558657 -30.143176 
1.188 -0.18573524 -30.167211 -14.57301 60.856717 -14.57301 60.856717 -0.18573524 -30.167211 
1.1888 -0.18588382 -30.19126 -14.57202 60.836471 -14.57202 60.836471 -0.18588382 -30.19126 
1.1896 -0.18603232 -30.215321 -14.571044 60.816227 -14.571044 60.816227 -0.18603232 -30.215321 
1.1904 -0.18618074 -30.239395 -14.570082 60.795985 -14.570082 60.795985 -0.18618074 -30.239395 
1.1912 -0.18632907 -30.263482 -14.569133 60.775744 -14.569133 60.775744 -0.18632907 -30.263482 
1.192 -0.18647732 -30.287583 -14.568198 60.755505 -14.568198 60.755505 -0.18647732 -30.287583 
1.1928 -0.18662548 -30.311696 -14.567276 60.735268 -14.567276 60.735268 -0.18662548 -30.311696 
1.1936 -0.18677356 -30.335823 -14.566369 60.715034 -14.566369 60.715034 -0.18677356 -30.335823 
1.1944 -0.18692155 -30.359962 -14.565475 60.694801 -14.565475 60.694801 -0.18692155 -30.359962 
1.1952 -0.18706947 -30.384115 -14.564595 60.67457 -14.564595 60.67457 -0.18706947 -30.384115 
1.196 -0.1872173 -30.408282 -14.563729 60.654341 -14.563729 60.654341 -0.1872173 -30.408282 
1.1968 -0.18736505 -30.432461 -14.562877 60.634114 -14.562877 60.634114 -0.18736505 -30.432461 
1.1976 -0.18751272 -30.456654 -14.562039 60.613889 -14.562039 60.613889 -0.18751272 -30.456654 
1.1984 -0.1876603 -30.48086 -14.561215 60.593666 -14.561215 60.593666 -0.1876603 -30.48086 
1.1992 -0.18780781 -30.505079 -14.560405 60.573446 -14.560405 60.573446 -0.18780781 -30.505079 
1.2 -0.18795523 -30.529312 -14.559609 60.553228 -14.559609 60.553228 -0.18795523 -30.529312 
