5.859921501000000000e+09,-4.180816030571449460e+01,-1.621507418908627756e+02
5.860003559000000000e+09,-4.177741097443038853e+01,-1.715334803931101533e+02
5.860009733000000000e+09,-4.207588747814857300e+01,-1.774845974422936479e+02
5.860012404000000000e+09,-4.372678491362648856e+01,1.763155056434945038e+02
5.860014202000000000e+09,-4.559920798346075799e+01,1.771839277666722694e+02
5.860015798000000000e+09,-4.654302692027783905e+01,-1.724786679088761616e+02
5.860017596000000000e+09,-4.631973422959070064e+01,-1.580283738520062968e+02
5.860020267000000000e+09,-4.451807920784523276e+01,-1.526057772760511000e+02
5.860026441000000000e+09,-4.313666219816204972e+01,-1.527437625701766706e+02
5.860108499000000000e+09,-4.198145647126251845e+01,-1.606505594289454848e+02
