5.859931285000000000e+09,-4.185196813654934545e+01,-1.633818383090241468e+02
5.860004757000000000e+09,-4.183207991288958993e+01,-1.727417931023076960e+02
5.860010284000000000e+09,-4.241070765991238289e+01,-1.791898836135458453e+02
5.860012675000000000e+09,-4.350868867784186023e+01,1.766147214974461122e+02
5.860014286000000000e+09,-4.504639945593687145e+01,1.757228894776365564e+02
5.860015714000000000e+09,-4.633828917450604479e+01,-1.761435918733059509e+02
5.860017325000000000e+09,-4.666390551861937297e+01,-1.625946276081946564e+02
5.860019716000000000e+09,-4.523020631327724317e+01,-1.538038980874973447e+02
5.860025243000000000e+09,-4.319544747861434075e+01,-1.528676298485166001e+02
5.860098715000000000e+09,-4.200250273449701410e+01,-1.597963780922948445e+02
