5.859920890000000000e+09,-4.192496322954677623e+01,-1.629845710935549334e+02
5.860003485000000000e+09,-4.181487647775807659e+01,-1.730560388874931448e+02
5.860009698000000000e+09,-4.246397741053155528e+01,-1.782746042518029981e+02
5.860012387000000000e+09,-4.353166428348419004e+01,1.784940305999745931e+02
5.860014197000000000e+09,-4.500956879777390185e+01,1.782291943449068015e+02
5.860015803000000000e+09,-4.645313817007021839e+01,-1.684571923041214916e+02
5.860017613000000000e+09,-4.569283829073302883e+01,-1.598284011889459748e+02
5.860020302000000000e+09,-4.474974357079421594e+01,-1.557957272778820084e+02
5.860026515000000000e+09,-4.269419112933575633e+01,-1.561787155628660742e+02
5.860109110000000000e+09,-4.204951942102402995e+01,-1.626061581986009230e+02
