5.859918438000000000e+09,-4.183358353794016438e+01,-1.633220560692891468e+02
5.860003185000000000e+09,-4.182318043377022576e+01,-1.711971674460578470e+02
5.860009560000000000e+09,-4.223458605091878582e+01,-1.788677103378955167e+02
5.860012319000000000e+09,-4.334569584885333171e+01,1.751280040293658544e+02
5.860014176000000000e+09,-4.499456130615094196e+01,1.739715594963405465e+02
5.860015824000000000e+09,-4.670753727990528859e+01,-1.764541527652264392e+02
5.860017681000000000e+09,-4.656404542724249751e+01,-1.603071912627367510e+02
5.860020440000000000e+09,-4.483817138174713079e+01,-1.506616628304987842e+02
5.860026815000000000e+09,-4.298510308300539862e+01,-1.530388121408651614e+02
5.860111562000000000e+09,-4.183807646249850620e+01,-1.598400874433843910e+02
